TIME,Probe_001,Probe_002,Probe_003,Probe_004,Probe_005,Probe_006,Probe_007,Probe_008,Probe_009,Probe_010,Probe_011,Probe_012,Probe_013,Probe_014,Probe_015,Probe_016,Probe_017,Probe_018,Probe_019,Probe_020
2019-01-09T08:23:39Z,65.40,50.02,26.94,51.56,58.85,42.59,44.68,66.24,21.21,55.06,52.88,55.16,46.96,50.20,48.01,39.92,2844.54,61.29,41.82,59.45
2019-01-09T08:23:44Z,62.94,48.42,25.95,50.25,59.83,41.15,44.73,65.99,19.56,53.85,53.76,55.07,48.22,50.22,47.66,40.53,46.01,61.59,42.06,59.99
2019-01-09T08:23:49Z,63.18,49.69,27.24,50.60,2000.48,41.22,43.70,65.53,22.42,54.07,56.28,55.63,47.54,51.44,47.93,40.27,46.38,63.22,41.87,58.01
2019-01-09T08:23:54Z,62.23,49.88,28.60,49.45,59.38,40.08,42.09,65.15,23.28,55.14,58.88,55.32,47.47,52.23,47.37,39.44,48.29,65.05,42.07,55.63
2019-01-09T08:23:59Z,64.09,48.92,30.45,49.90,58.97,39.91,42.76,64.90,21.23,55.39,56.94,54.75,48.89,53.31,46.93,40.77,46.60,67.01,40.68,58.11
2019-01-09T08:24:04Z,64.08,48.12,29.29,51.18,60.10,38.85,43.75,65.40,19.36,2298.91,54.68,54.63,50.49,54.10,46.83,41.25,48.95,69.08,41.64,57.66
2019-01-09T08:24:09Z,65.73,46.87,29.16,50.40,60.12,40.15,44.80,65.23,2488.67,56.66,53.10,54.51,49.23,54.82,46.78,42.73,48.09,68.39,40.86,55.78
2019-01-09T08:24:14Z,67.61,46.68,28.79,51.38,60.08,38.55,44.58,64.87,24.46,55.45,51.65,55.03,50.84,53.61,46.43,43.04,47.06,68.06,42.00,54.14
2019-01-09T08:24:19Z,69.70,46.31,27.60,52.08,58.96,38.36,46.01,64.31,23.95,56.30,50.63,55.53,49.19,55.28,46.06,44.58,49.36,69.80,41.26,54.25
2019-01-09T08:24:24Z,71.03,45.86,28.43,53.23,60.09,36.78,47.00,63.98,22.50,56.67,52.76,54.96,49.33,56.95,46.01,44.30,50.39,67.47,41.89,52.52
2019-01-09T08:24:29Z,70.66,47.75,27.41,54.12,59.13,36.96,48.61,64.55,23.92,56.05,51.44,55.25,48.66,56.61,46.53,44.65,50.58,66.84,41.18,49.78
2019-01-09T08:24:34Z,68.37,46.65,26.16,53.50,58.33,37.13,48.43,65.02,21.35,2213.32,51.08,55.30,49.29,57.27,46.79,46.26,52.81,66.96,40.64,50.43
2019-01-09T08:24:39Z,69.75,45.16,24.48,53.69,57.83,38.55,49.49,65.03,23.05,56.54,48.66,54.77,50.23,56.69,46.60,47.52,51.17,69.13,40.88,48.38
2019-01-09T08:24:44Z,67.87,45.88,25.78,52.54,58.20,39.58,51.11,64.72,2167.91,57.29,46.68,54.61,50.56,56.66,45.90,46.24,50.93,70.42,39.87,50.21
2019-01-09T08:24:49Z,67.61,47.45,26.71,52.96,58.51,40.16,51.17,64.54,20.19,56.06,44.97,54.46,51.22,58.08,46.17,44.68,53.02,72.71,38.79,51.80
2019-01-09T08:24:54Z,68.81,46.47,28.24,51.78,58.47,38.69,51.33,64.71,18.13,57.26,43.96,54.54,51.36,57.58,45.66,44.29,51.08,74.92,39.95,51.07
2019-01-09T08:24:59Z,71.17,44.68,27.03,50.65,57.92,37.59,49.91,65.14,18.84,56.18,45.17,54.35,49.87,58.04,44.98,42.98,52.86,74.95,39.77,53.41
2019-01-09T08:25:04Z,73.23,45.14,27.10,50.73,58.71,38.85,48.91,64.71,17.75,55.34,3055.35,53.93,50.72,58.22,44.96,41.59,54.42,74.28,38.49,54.45
2019-01-09T08:25:09Z,74.66,45.98,28.41,50.64,57.97,40.01,50.41,64.33,19.98,56.38,42.81,54.46,50.07,57.17,44.59,41.07,56.22,72.17,37.50,54.09
2019-01-09T08:25:14Z,74.71,44.27,28.01,50.19,57.36,38.87,51.66,64.41,20.05,57.01,43.14,54.56,49.44,59.17,45.06,41.35,2698.19,73.61,37.14,55.27
2019-01-09T08:25:19Z,73.36,43.50,27.52,50.30,57.34,37.54,53.03,64.76,17.64,57.81,44.72,54.67,48.60,57.51,45.02,41.84,58.99,71.71,36.44,54.53
2019-01-09T08:25:24Z,73.98,42.72,26.10,48.80,56.49,39.14,53.97,64.95,17.26,56.89,44.39,54.97,47.44,56.93,2021.16,41.43,59.26,69.98,35.43,57.12
2019-01-09T08:25:29Z,74.12,42.67,25.12,49.85,56.57,39.45,54.61,65.42,16.99,57.63,45.26,54.50,48.54,54.74,45.73,40.70,58.84,70.63,34.11,54.29
2019-01-09T08:25:34Z,72.57,40.79,26.15,49.16,55.99,38.01,52.99,65.49,14.24,56.40,45.56,54.04,49.47,53.34,45.51,41.38,58.06,2569.33,33.18,54.42
2019-01-09T08:25:39Z,71.72,40.58,26.42,48.59,56.09,38.61,53.65,65.42,16.13,57.43,46.29,54.53,49.37,51.19,45.45,42.08,59.72,72.01,34.60,55.80
2019-01-09T08:25:44Z,70.86,40.82,26.51,47.91,56.48,38.28,53.93,65.97,16.82,57.82,45.20,55.10,50.34,53.01,45.88,42.14,58.69,71.74,33.65,53.82
2019-01-09T08:25:49Z,71.00,2503.17,28.23,48.38,55.36,39.71,52.45,65.63,14.14,57.25,43.03,54.95,51.34,52.44,45.58,41.94,60.03,71.73,34.44,54.61
2019-01-09T08:25:54Z,72.15,37.93,30.09,48.66,56.50,38.15,54.06,65.45,14.73,56.76,40.75,55.21,51.45,53.15,45.32,41.36,58.12,69.63,33.63,53.13
2019-01-09T08:25:59Z,74.07,38.48,29.85,49.29,56.13,39.26,54.12,65.95,14.71,57.10,41.28,55.75,52.34,54.16,45.56,41.39,60.14,67.83,34.87,55.68
2019-01-09T08:26:04Z,73.90,38.79,28.44,49.15,57.01,39.73,53.50,65.79,16.08,57.07,43.04,56.14,50.79,53.26,45.14,2348.24,62.79,66.91,33.62,53.76
2019-01-09T08:26:09Z,74.54,38.08,28.56,48.74,56.50,40.17,53.96,65.69,17.12,56.42,43.24,55.96,52.42,52.93,45.63,41.94,64.55,66.21,34.03,55.97
2019-01-09T08:26:14Z,73.36,36.98,26.92,48.97,55.52,41.05,53.32,65.37,15.59,57.57,40.67,55.93,53.60,50.92,46.15,40.88,62.38,66.42,35.18,56.20
2019-01-09T08:26:19Z,72.26,35.59,26.44,48.74,55.49,40.22,51.72,65.06,14.13,58.24,40.82,55.89,2205.69,50.90,46.74,41.28,63.78,65.96,35.07,58.47
2019-01-09T08:26:24Z,71.03,36.83,25.87,48.67,55.68,39.18,52.40,65.54,16.21,57.14,41.76,55.90,52.51,52.17,46.10,41.71,61.61,65.40,35.70,60.12
2019-01-09T08:26:29Z,68.87,37.64,25.99,47.37,55.77,37.94,53.07,65.71,17.32,58.13,44.32,55.74,52.28,53.95,46.62,42.85,63.66,65.56,36.25,58.88
2019-01-09T08:26:34Z,69.25,38.68,26.50,46.07,54.72,36.34,52.16,65.75,17.84,57.21,43.88,55.64,52.86,53.66,46.33,42.45,64.53,65.25,35.38,56.95
2019-01-09T08:26:39Z,70.37,40.50,26.59,46.58,54.59,35.35,50.80,66.24,17.37,57.24,45.70,55.73,53.77,53.31,45.88,1942.07,2666.30,65.21,35.10,55.83
2019-01-09T08:26:44Z,2320.21,39.79,27.66,47.18,53.44,35.79,49.59,66.04,17.79,57.71,43.79,56.10,53.16,51.59,45.36,43.86,61.97,63.55,34.26,54.20
2019-01-09T08:26:49Z,71.16,40.96,28.70,48.08,53.56,34.21,48.51,66.39,15.60,57.23,43.72,55.87,53.35,49.49,45.76,43.20,64.45,63.46,33.79,56.86
2019-01-09T08:26:54Z,72.50,40.33,26.91,47.16,52.38,2382.49,48.44,65.97,15.27,58.13,44.57,55.57,52.59,51.37,46.02,44.37,64.19,63.60,34.04,59.39
2019-01-09T08:26:59Z,73.26,41.09,27.30,45.97,53.42,33.60,47.40,66.34,16.42,57.23,46.77,55.53,52.10,51.05,46.67,45.71,66.20,62.68,34.90,2482.14
2019-01-09T08:27:04Z,74.11,39.82,28.69,47.04,53.11,34.26,46.13,1871.15,16.89,56.97,48.24,55.54,51.38,48.91,1893.75,45.62,69.04,63.62,33.59,60.86
2019-01-09T08:27:09Z,72.43,38.41,29.56,2060.30,52.15,33.10,45.52,65.69,14.05,56.34,46.85,55.55,51.52,49.77,46.73,44.80,66.16,62.49,33.45,60.82
2019-01-09T08:27:14Z,74.55,37.36,28.22,46.94,52.02,33.87,45.34,66.11,17.01,56.76,46.19,56.11,52.93,50.08,47.36,46.15,63.44,62.82,32.94,60.28
2019-01-09T08:27:19Z,74.09,38.03,29.71,45.55,52.51,35.22,44.78,66.56,15.94,56.55,45.65,55.84,51.33,50.00,46.89,47.73,65.51,60.56,32.11,62.12
2019-01-09T08:27:24Z,75.11,39.88,28.19,45.19,52.34,34.39,44.28,66.44,15.43,57.34,46.84,56.29,50.08,48.07,47.55,49.37,66.32,59.10,32.37,60.87
2019-01-09T08:27:29Z,74.20,39.03,29.57,46.33,51.20,33.37,45.10,66.33,16.22,58.56,46.20,56.30,51.39,50.11,46.93,47.93,67.45,59.52,33.70,61.55
2019-01-09T08:27:34Z,76.17,39.45,30.57,46.74,51.55,33.42,46.01,66.33,14.67,58.23,45.89,55.85,50.15,48.51,47.62,48.16,65.27,59.70,34.74,59.49
2019-01-09T08:27:39Z,75.56,40.54,29.65,46.07,52.38,2583.33,45.38,65.79,13.24,58.88,45.18,56.25,48.61,49.10,46.95,48.53,67.52,61.57,34.43,61.33
2019-01-09T08:27:44Z,74.04,40.46,2145.99,44.54,52.90,33.97,44.23,66.34,15.10,59.71,44.29,55.71,50.22,48.77,46.58,48.77,65.78,60.28,35.03,59.53
2019-01-09T08:27:49Z,75.92,40.78,27.81,44.45,52.86,34.48,44.72,66.09,12.60,59.11,43.11,55.41,51.71,48.53,47.12,48.29,65.36,59.61,35.75,60.85
2019-01-09T08:27:54Z,76.37,39.94,28.85,44.15,51.95,35.03,45.81,65.60,10.30,59.82,41.70,55.19,50.25,50.21,47.33,48.55,64.36,60.70,36.50,59.07
2019-01-09T08:27:59Z,74.48,39.87,28.74,43.22,51.25,35.53,44.49,66.06,11.57,60.10,43.10,1848.04,51.20,49.13,46.70,49.11,67.31,61.01,35.39,60.83
2019-01-09T08:28:04Z,75.93,41.10,27.46,43.31,51.18,36.43,44.12,65.68,14.09,59.33,40.58,55.92,50.14,49.81,46.72,48.37,68.91,60.23,35.88,63.45
2019-01-09T08:28:09Z,78.39,39.55,28.72,42.88,52.05,35.68,43.80,65.20,17.06,59.49,42.25,55.87,50.92,51.10,46.82,47.68,68.58,59.43,35.46,61.01
2019-01-09T08:28:14Z,77.54,40.28,28.35,2235.70,51.54,36.70,44.17,1882.74,19.16,59.53,40.72,55.64,49.44,51.11,47.44,49.14,66.18,58.89,34.87,62.21
2019-01-09T08:28:19Z,76.76,40.99,28.32,43.61,51.71,36.49,45.23,64.66,16.83,59.72,42.58,55.45,49.35,50.11,47.95,49.93,63.52,56.92,36.18,64.43
2019-01-09T08:28:24Z,77.92,40.21,26.66,44.08,52.48,37.41,45.60,64.33,19.36,59.97,42.30,55.56,47.87,51.19,47.34,49.15,66.33,56.53,35.33,65.41
2019-01-09T08:28:29Z,79.92,39.70,28.01,42.62,53.66,37.43,46.43,64.34,16.51,60.79,41.24,55.58,49.46,50.26,47.63,49.94,68.11,54.23,35.27,64.47
2019-01-09T08:28:34Z,79.79,39.88,27.89,41.37,53.36,37.45,45.70,64.87,13.74,61.51,42.52,55.48,51.02,51.10,47.08,49.82,69.85,53.71,35.95,62.11
2019-01-09T08:28:39Z,78.24,40.07,29.46,42.84,52.54,36.49,44.70,65.37,16.02,62.08,40.81,55.22,51.40,52.98,47.12,51.24,72.20,51.72,35.49,62.23
2019-01-09T08:28:44Z,75.88,39.17,29.18,42.64,51.73,36.69,44.59,65.85,16.72,63.15,39.73,54.92,51.80,51.23,46.74,52.14,70.12,52.21,35.10,63.98
2019-01-09T08:28:49Z,75.20,38.68,28.97,43.86,50.66,35.91,45.03,66.06,17.05,62.00,40.04,54.35,51.47,51.97,47.18,51.03,70.93,54.00,36.20,63.51
2019-01-09T08:28:54Z,75.21,38.69,27.29,45.10,50.61,34.74,43.95,66.35,16.97,60.99,2404.22,54.09,51.35,51.95,46.52,52.32,69.96,51.63,37.05,64.86
2019-01-09T08:28:59Z,75.16,38.98,25.64,46.70,49.55,35.69,42.38,66.84,15.67,61.54,42.35,54.12,52.47,52.49,45.94,52.20,2475.30,52.72,37.89,66.57
2019-01-09T08:29:04Z,73.21,40.45,24.79,48.22,49.76,34.74,41.18,66.48,18.26,60.36,2298.96,53.75,51.78,53.37,45.77,51.90,2512.05,51.48,37.67,64.02
2019-01-09T08:29:09Z,70.79,38.90,26.12,46.88,49.93,36.27,39.86,66.63,16.19,59.43,41.48,53.25,50.25,53.09,46.20,52.14,73.29,53.65,37.38,61.29
2019-01-09T08:29:14Z,68.80,37.20,27.74,47.91,51.09,35.94,40.91,66.28,14.55,58.27,41.62,52.76,49.01,52.82,45.72,50.78,2628.66,53.31,37.72,63.58
2019-01-09T08:29:19Z,69.55,37.45,26.53,46.78,52.01,35.83,40.74,66.84,16.63,59.21,40.01,52.68,48.19,50.64,45.81,50.59,74.15,51.52,38.37,60.73
2019-01-09T08:29:24Z,71.04,37.74,27.63,48.26,51.11,37.10,41.02,67.29,13.94,58.29,39.31,52.28,47.72,48.73,45.90,52.03,74.52,50.27,38.55,60.46
2019-01-09T08:29:29Z,69.98,38.10,27.13,48.63,51.48,35.69,2389.44,67.66,16.92,58.62,41.39,52.29,49.06,49.64,46.49,51.00,76.91,49.12,38.08,57.63
2019-01-09T08:29:34Z,2819.54,37.85,26.85,49.25,51.81,34.05,40.90,67.74,15.56,59.24,42.40,52.78,49.81,47.73,46.95,50.31,79.39,50.52,38.61,58.20
2019-01-09T08:29:39Z,70.30,2089.32,24.99,50.54,51.53,35.11,40.68,67.62,13.45,60.40,42.51,52.58,50.37,45.91,47.09,51.73,76.53,51.77,38.64,57.48
2019-01-09T08:29:44Z,68.34,38.24,24.84,50.47,50.79,35.69,41.63,67.43,15.37,59.91,40.39,52.70,48.96,44.94,46.54,50.29,76.65,50.80,39.73,56.74
2019-01-09T08:29:49Z,67.85,38.54,24.78,50.07,51.19,34.04,41.10,67.66,15.69,59.47,40.98,52.72,47.37,45.25,46.19,49.67,78.41,51.05,40.61,54.05
2019-01-09T08:29:54Z,70.12,2058.50,24.77,51.60,51.61,34.31,42.02,67.18,17.92,59.72,39.01,53.22,46.46,45.36,46.65,51.21,80.50,52.97,39.90,54.86
2019-01-09T08:29:59Z,71.28,40.59,24.09,52.81,50.70,33.33,41.94,66.70,19.56,60.03,38.45,53.73,48.06,44.31,46.08,52.61,83.41,55.00,39.14,52.30
2019-01-09T08:30:04Z,69.75,39.18,23.95,54.09,51.47,2115.78,42.29,67.10,18.67,61.16,39.04,53.61,47.86,43.56,45.39,51.06,85.98,56.90,38.68,54.29
2019-01-09T08:30:09Z,68.62,40.94,25.11,2894.55,51.64,34.43,41.86,2001.81,19.77,60.99,40.65,53.75,49.00,44.65,46.06,49.97,86.84,55.03,37.26,52.65
2019-01-09T08:30:14Z,67.64,42.33,25.69,55.82,52.19,33.66,42.79,67.20,17.45,61.69,41.69,53.47,49.29,46.46,46.65,49.12,87.06,2356.10,37.78,53.29
2019-01-09T08:30:19Z,66.13,42.69,25.33,56.11,51.11,33.62,44.38,67.39,17.64,60.89,41.18,53.07,49.50,45.78,45.94,48.21,85.46,53.89,38.89,50.70
2019-01-09T08:30:24Z,66.23,43.49,23.63,57.26,50.09,33.97,45.27,67.84,17.82,61.62,41.99,53.18,50.32,47.68,45.41,48.00,87.73,55.64,39.03,50.45
2019-01-09T08:30:29Z,67.99,42.44,24.65,57.00,50.87,2058.84,44.66,67.86,17.74,62.77,41.24,52.97,48.72,46.06,45.24,48.29,90.05,55.13,39.01,53.07
2019-01-09T08:30:34Z,70.11,43.17,23.60,57.79,51.88,34.41,43.67,67.96,19.99,63.76,43.41,53.32,49.92,46.93,45.37,49.00,89.76,55.85,39.44,53.12
2019-01-09T08:30:39Z,72.04,45.04,23.85,58.41,52.47,33.16,44.84,68.27,22.05,65.05,42.29,52.79,51.41,47.27,45.12,47.58,88.40,57.53,39.30,52.19
2019-01-09T08:30:44Z,71.93,46.02,25.26,59.02,52.72,32.14,45.75,68.59,23.63,63.87,40.38,53.06,51.14,47.47,44.73,49.07,89.28,57.15,38.69,52.78
2019-01-09T08:30:49Z,70.22,46.27,23.58,57.66,52.48,32.98,45.52,68.27,22.38,64.42,41.88,53.37,50.32,47.06,44.97,48.00,86.93,57.45,37.27,51.52
2019-01-09T08:30:54Z,68.40,47.82,24.53,57.04,52.54,33.83,45.00,68.50,22.08,65.04,2140.72,53.56,50.39,45.94,44.77,49.55,84.56,57.56,37.95,53.21
2019-01-09T08:30:59Z,2290.93,46.40,22.91,57.04,52.54,34.39,44.60,68.06,21.03,66.00,39.70,53.76,50.10,44.05,44.33,49.98,83.48,56.10,38.62,53.11
2019-01-09T08:31:04Z,69.69,47.05,21.27,57.76,52.68,34.38,44.75,67.72,23.78,65.70,37.56,53.26,51.04,46.23,44.06,51.06,85.04,57.16,38.27,53.45
2019-01-09T08:31:09Z,67.40,48.81,20.47,57.83,53.10,35.46,43.45,67.82,22.97,64.63,36.82,53.50,52.04,44.21,43.86,52.48,86.90,56.58,37.60,54.57
2019-01-09T08:31:14Z,65.22,49.76,20.46,56.37,53.33,34.76,42.70,67.61,20.57,63.75,34.57,53.51,53.11,46.16,43.30,51.44,86.49,58.23,36.18,52.81
2019-01-09T08:31:19Z,65.28,51.05,22.21,57.00,52.72,34.98,41.80,67.27,22.05,63.04,35.19,52.94,53.42,47.40,43.76,50.21,84.34,60.41,37.23,53.00
2019-01-09T08:31:24Z,67.08,50.55,22.26,58.58,51.73,34.74,42.99,66.78,20.20,63.73,33.11,53.39,52.10,48.15,44.22,51.01,84.07,58.11,35.98,55.69
2019-01-09T08:31:29Z,69.52,49.99,23.23,58.41,51.99,34.10,42.44,66.31,22.96,64.36,35.20,53.84,51.40,48.20,43.54,49.46,85.35,59.22,36.81,54.10
2019-01-09T08:31:34Z,2384.36,49.74,24.76,59.64,52.62,33.73,41.54,65.87,21.96,64.07,34.68,53.95,53.05,49.42,42.85,48.10,84.28,2229.27,36.44,56.04
2019-01-09T08:31:39Z,70.30,48.30,23.15,59.32,51.70,35.09,39.91,65.35,24.79,64.82,37.26,53.55,53.10,48.73,43.49,47.66,82.59,59.18,35.61,57.21
2019-01-09T08:31:44Z,71.17,46.77,21.28,59.75,52.06,36.44,41.30,2045.82,24.84,65.77,39.48,53.47,53.49,50.83,43.61,47.68,80.31,59.20,35.39,54.70
2019-01-09T08:31:49Z,72.52,47.21,21.02,61.06,52.97,36.30,2223.08,65.52,24.54,65.41,38.29,53.39,52.10,51.89,43.36,46.65,82.53,2284.70,2125.97,53.01
2019-01-09T08:31:54Z,72.86,46.73,19.93,60.50,53.95,36.20,42.39,65.71,26.10,64.72,36.26,53.57,50.50,53.89,43.53,47.01,84.44,61.09,37.76,52.14
2019-01-09T08:31:59Z,70.53,46.60,18.27,60.32,53.44,34.53,42.12,65.29,27.68,64.93,38.10,53.49,49.68,55.22,43.14,45.70,83.73,61.52,37.40,51.34
2019-01-09T08:32:04Z,69.69,45.65,19.59,59.67,53.81,34.55,41.34,65.72,25.18,63.72,40.36,53.94,51.48,53.43,43.65,44.42,85.14,59.61,37.86,53.80
2019-01-09T08:32:09Z,70.11,44.65,19.05,2151.28,53.53,2061.71,39.82,66.22,27.50,62.66,42.53,53.80,51.28,53.27,43.44,42.91,84.60,61.33,38.17,51.63
2019-01-09T08:32:14Z,67.58,43.52,20.38,58.69,54.47,35.47,39.11,66.34,27.10,2090.11,42.39,53.32,50.82,54.05,43.54,41.71,84.42,63.66,39.56,53.67
2019-01-09T08:32:19Z,65.88,44.80,21.06,59.51,55.27,37.05,39.72,66.28,25.33,60.92,41.80,53.17,49.73,54.63,43.78,43.13,2348.62,63.83,39.29,51.30
2019-01-09T08:32:24Z,64.07,43.92,22.27,58.98,55.36,36.64,39.12,66.72,27.08,60.70,41.50,52.86,51.27,54.07,44.41,2697.92,83.54,63.88,38.79,50.58
2019-01-09T08:32:29Z,63.22,43.41,22.71,59.71,56.43,35.10,38.79,66.16,26.15,60.69,41.71,52.94,52.22,54.27,43.92,44.80,80.91,63.61,37.37,49.94
2019-01-09T08:32:34Z,62.56,41.61,24.42,58.56,55.64,36.24,39.76,66.71,27.74,61.44,42.86,53.28,52.47,2854.06,43.81,43.47,83.29,61.73,37.56,48.35
2019-01-09T08:32:39Z,61.92,42.82,23.30,57.03,56.04,35.17,41.05,67.06,29.14,61.57,44.32,52.81,53.78,54.65,43.34,44.34,83.85,62.08,38.84,50.58
2019-01-09T08:32:44Z,63.03,44.24,23.75,55.96,55.97,34.94,41.20,66.57,29.19,62.35,44.78,52.65,55.19,52.87,43.67,44.76,84.51,63.49,38.25,52.44
2019-01-09T08:32:49Z,63.41,45.19,25.45,54.77,55.39,35.40,40.57,66.07,28.74,62.18,45.22,52.38,55.83,51.50,43.27,43.69,82.74,63.05,39.21,51.32
2019-01-09T08:32:54Z,65.18,46.06,2317.32,56.34,54.96,35.39,41.92,65.57,30.88,62.44,44.15,52.44,56.56,51.86,42.74,42.45,81.06,63.91,39.82,50.80
2019-01-09T08:32:59Z,66.06,45.56,25.32,57.63,53.78,36.07,42.79,65.35,29.68,61.45,43.21,52.26,55.00,51.30,43.20,41.18,2217.66,64.69,40.43,50.60
2019-01-09T08:33:04Z,67.51,46.98,23.73,58.64,54.80,37.08,42.96,65.61,30.86,62.18,43.36,52.57,55.00,49.83,43.27,41.06,79.05,64.28,39.23,48.04
2019-01-09T08:33:09Z,65.42,48.85,25.62,58.78,55.47,38.74,42.62,65.71,29.08,62.69,44.73,53.09,56.68,51.43,42.69,40.35,80.67,64.84,38.01,46.09
2019-01-09T08:33:14Z,67.76,48.86,25.15,58.81,55.19,38.01,41.14,65.53,31.53,62.00,44.30,53.23,55.76,49.83,43.34,41.16,78.34,63.78,37.44,48.25
2019-01-09T08:33:19Z,67.65,49.68,26.16,60.03,56.27,38.59,40.93,65.39,34.11,61.37,42.36,53.75,55.14,51.89,1860.78,39.90,79.12,62.78,38.83,50.93
2019-01-09T08:33:24Z,66.72,2413.41,2452.34,2240.59,57.05,38.06,41.28,64.91,36.97,60.40,43.74,54.06,2489.48,51.24,43.79,39.38,77.57,62.24,37.49,51.95
2019-01-09T08:33:29Z,66.79,47.57,26.30,59.92,57.91,36.90,40.00,65.32,34.58,60.97,43.44,53.89,57.42,52.22,44.35,38.80,78.27,63.10,37.69,54.26
2019-01-09T08:33:34Z,69.08,46.44,26.77,60.81,57.15,35.36,39.80,65.84,33.93,61.69,45.41,53.98,57.68,52.62,44.25,39.85,76.50,61.16,2040.17,53.98
2019-01-09T08:33:39Z,69.31,45.13,27.66,61.66,57.54,34.14,40.55,65.48,35.66,62.14,46.58,54.13,56.21,53.25,43.90,38.78,76.59,59.21,37.17,54.88
2019-01-09T08:33:44Z,71.13,44.68,29.37,63.14,56.78,32.77,41.41,65.35,34.81,62.11,48.38,54.10,56.13,54.83,43.29,37.22,75.38,57.23,36.64,54.90
2019-01-09T08:33:49Z,70.30,44.23,27.54,63.69,57.87,32.62,39.77,64.82,33.93,62.29,47.74,53.80,56.27,56.55,43.91,37.96,75.46,2481.59,38.06,54.22
2019-01-09T08:33:54Z,68.46,45.22,28.62,2479.43,58.27,31.10,40.08,65.22,31.17,61.41,49.31,54.09,55.14,56.91,44.32,37.26,76.32,54.04,2057.23,55.80
2019-01-09T08:33:59Z,66.62,46.05,28.57,62.93,58.94,31.85,39.87,65.11,29.33,62.17,48.14,54.40,56.36,56.69,43.85,38.39,75.89,54.86,37.37,54.77
2019-01-09T08:34:04Z,67.56,46.27,26.84,64.48,59.35,30.28,38.69,65.56,28.96,63.01,49.44,54.28,57.66,55.43,43.55,36.87,75.82,54.33,37.52,56.47
2019-01-09T08:34:09Z,68.96,47.59,25.60,64.29,60.41,29.27,37.10,65.41,26.32,63.55,46.90,1984.42,58.62,57.04,43.61,36.96,78.07,52.57,38.27,57.18
2019-01-09T08:34:14Z,66.94,47.29,24.86,63.29,61.06,29.69,37.82,65.49,29.06,62.56,49.24,55.02,57.12,58.81,43.33,35.99,75.45,50.41,38.62,58.37
2019-01-09T08:34:19Z,68.50,48.00,26.21,61.90,59.90,28.44,38.16,65.45,30.94,61.37,47.96,55.51,56.54,57.43,1882.36,37.39,72.98,50.48,39.87,60.97
2019-01-09T08:34:24Z,69.29,49.89,25.14,61.71,60.05,26.93,38.41,65.27,32.10,60.39,48.75,55.12,55.81,59.26,43.75,37.08,74.43,52.57,2112.88,63.76
2019-01-09T08:34:29Z,71.34,48.37,24.33,61.16,60.33,26.43,37.19,65.60,31.87,2011.88,47.68,2037.65,54.70,59.37,43.49,35.86,72.97,51.83,40.29,64.16
2019-01-09T08:34:34Z,70.46,46.57,23.73,59.57,60.90,26.24,36.24,65.74,34.54,60.68,50.19,55.24,56.50,58.50,43.39,37.09,75.92,50.83,39.42,61.85
2019-01-09T08:34:39Z,72.66,45.61,22.82,60.82,61.98,27.36,34.59,65.37,32.28,61.71,51.11,55.03,54.77,57.48,43.79,36.66,74.50,48.46,40.25,61.65
2019-01-09T08:34:44Z,71.91,44.87,23.61,61.97,60.99,28.08,36.21,65.06,34.01,61.13,50.92,55.60,56.19,57.92,44.31,35.78,74.37,47.86,39.58,61.42
2019-01-09T08:34:49Z,70.53,45.54,24.72,61.53,61.09,28.19,37.53,65.00,34.42,61.93,50.28,55.17,56.62,57.15,43.66,35.30,72.56,49.79,40.80,61.58
2019-01-09T08:34:54Z,70.72,43.72,25.67,60.30,60.58,26.65,37.85,1843.96,33.13,61.17,49.44,55.00,58.38,58.34,43.82,36.21,74.65,47.56,40.56,62.13
2019-01-09T08:34:59Z,72.07,42.03,26.15,60.17,59.52,25.26,36.88,64.92,36.02,60.14,49.58,1935.91,59.06,56.30,43.36,36.26,73.73,45.72,41.30,60.79
2019-01-09T08:35:04Z,71.24,41.03,24.64,60.46,60.45,26.65,36.83,64.87,36.64,59.15,47.29,54.70,59.49,58.02,42.95,37.18,73.96,43.94,42.29,61.40
2019-01-09T08:35:09Z,2288.52,39.90,25.48,59.28,61.25,26.76,35.31,64.74,36.68,58.59,2250.59,55.20,59.09,58.77,43.58,36.75,73.12,45.42,42.91,61.09
2019-01-09T08:35:14Z,2290.56,41.24,27.31,58.50,61.89,28.03,33.80,64.57,34.74,58.77,47.34,54.82,57.68,57.67,43.09,37.02,73.56,43.09,43.06,63.18
2019-01-09T08:35:19Z,73.27,40.27,27.58,57.82,60.86,26.63,33.35,64.00,36.23,59.49,46.71,54.31,56.14,2116.82,42.79,37.56,74.71,41.84,43.67,2772.22
2019-01-09T08:35:24Z,75.38,38.74,27.61,59.37,60.68,24.97,33.24,64.06,35.28,60.21,48.42,54.00,54.61,59.27,42.77,36.29,74.40,40.46,44.92,64.85
2019-01-09T08:35:29Z,74.55,40.62,28.03,59.32,61.52,26.14,33.25,63.85,33.79,60.65,48.34,53.95,55.70,58.18,42.93,35.76,71.46,42.03,45.06,63.47
2019-01-09T08:35:34Z,74.16,41.60,26.47,60.90,60.76,27.17,31.96,63.64,36.34,60.90,46.08,54.46,57.10,56.18,1872.36,1987.96,74.28,43.55,45.02,64.81
2019-01-09T08:35:39Z,75.80,42.34,27.43,60.39,60.41,28.77,31.21,63.53,38.29,60.62,46.44,54.20,2208.78,56.36,42.39,35.44,76.23,2994.31,44.63,64.51
