TIME,[id=4b446b43-f290-43f3-afb1-884a053f7e1d|name=/example-org/uk/total-output|description=Total output on all UK wind farms|units=kWh/day],[id=42b7da5b-b65a-4c21-8575-821e5d9dbd7b|name=/example-org/uk/wind-farm-1/total-output|description=Total output on Wind Farm 1|units=kWh/day],[id=e8b38052-4e90-46e1-8c32-a7f70256d149|name=/example-org/uk/wind-farm-1/turbine-1/output|description=Turbine 1 output|units=kWh/day],[id=798bac76-7989-42d0-a16a-56978a68cc71|name=/example-org/uk/wind-farm-1/turbine-1/rotation-speed|description=Turbine 1 rotation speed|units=rpm],[id=ea6b925e-5e8e-45c9-8cd7-c07ab982cf97|name=/example-org/uk/wind-farm-1/turbine-1/wind-speed|description=Turbine 1 wind speed|units=m/s],[id=a23cb6eb-a2b7-403e-8bda-91f4a6be15bd|name=/example-org/uk/wind-farm-1/turbine-2/output|description=Turbine 2 output|units=kWh/day],[id=74d69c7f-c4a3-4a39-a043-3e9b39efd389|name=/example-org/uk/wind-farm-1/turbine-2/rotation-speed|description=Turbine 2 rotation speed|units=rpm],[id=62d1765e-84eb-4bd7-b6cc-c75e8249d035|name=/example-org/uk/wind-farm-1/turbine-2/wind-speed|description=Turbine 2 wind speed|units=m/s],[id=540a1c05-5ca0-45c1-9f80-c899b5a425ca|name=/example-org/uk/wind-farm-2/total-output|description=Total output on Wind Farm 2|units=kWh/day],[id=bc940329-7c4a-4324-a580-6dbf965e9426|name=/example-org/uk/wind-farm-2/turbine-3/output|description=Turbine 3 output|units=kWh/day],[id=fba003c5-7384-440d-ad0c-0876f4be8d75|name=/example-org/uk/wind-farm-2/turbine-3/rotation-speed|description=Turbine 3 rotation speed|units=rpm],[id=71eda84f-d2a1-4f2a-bb37-a1dece1642b1|name=/example-org/uk/wind-farm-2/turbine-3/wind-speed|description=Turbine 3 wind speed|units=m/s],[id=68db29fe-b3fe-4c2a-85f1-7f91fe145964|name=/example-org/uk/wind-farm-2/turbine-4/output|description=Turbine 4 output|units=kWh/day],[id=64d5ac61-8bfb-4d0c-8e66-ef71bc1ca3ea|name=/example-org/uk/wind-farm-2/turbine-4/rotation-speed|description=Turbine 4 rotation speed|units=rpm],[id=2e54dd5f-d89f-4eef-8f43-b4f91ede66fc|name=/example-org/uk/wind-farm-2/turbine-4/wind-speed|description=Turbine 4 wind speed|units=m/s]
2019-10-06T07:15:56Z,19242.66667,19242.66667,9728,12,9.12,9514.666667,12,8.92,0,0,0,3.81,0,0,4.01
2019-10-06T07:16:11Z,19562.66667,19562.66667,9888,12,9.27,9674.666667,12,9.07,0,0,0,3.75,0,0,3.95
2019-10-06T07:16:26Z,19797.33333,19797.33333,10005.33333,13,9.38,9792,12,9.18,0,0,0,3.64,0,0,3.44
2019-10-06T07:16:41Z,19946.66667,19946.66667,10080,13,9.45,9866.666667,12,9.25,0,0,0,3.52,0,0,3.72
2019-10-06T07:16:56Z,19946.66667,19946.66667,10080,13,9.45,9866.666667,12,9.25,0,0,0,3.53,0,0,3.33
2019-10-06T07:17:11Z,20800,20800,10293.33333,13,9.65,10506.66667,13,9.85,0,0,0,3.5,0,0,3.7
2019-10-06T07:17:26Z,20821.33333,20821.33333,10304,13,9.66,10517.33333,13,9.86,0,0,0,3.44,0,0,3.64
2019-10-06T07:17:41Z,20117.33333,20117.33333,10165.33333,13,9.53,9952,12,9.33,0,0,0,3.38,0,0,3.18
2019-10-06T07:17:56Z,20608,20608,10197.33333,13,9.56,10410.66667,13,9.76,0,0,0,3.51,0,0,3.71
2019-10-06T07:18:11Z,20224,20224,10005.33333,13,9.38,10218.66667,13,9.58,0,0,0,3.47,0,0,3.27
2019-10-06T07:18:26Z,19797.33333,19797.33333,10005.33333,13,9.38,9792,12,9.18,0,0,0,3.37,0,0,3.17
2019-10-06T07:18:41Z,19690.66667,19690.66667,9952,12,9.33,9738.666667,12,9.13,0,0,0,3.39,0,0,3.59
2019-10-06T07:18:56Z,19221.33333,19221.33333,9717.333333,12,9.11,9504,12,8.91,0,0,0,3.31,0,0,3.51
2019-10-06T07:19:11Z,19029.33333,19029.33333,9621.333333,12,9.02,9408,12,8.82,0,0,0,3.42,0,0,3.62
2019-10-06T07:19:26Z,19520,19520,9653.333333,12,9.05,9866.666667,12,9.25,0,0,0,3.53,0,0,3.33
2019-10-06T07:19:41Z,19072,19072,9429.333333,12,8.84,9642.666667,12,9.04,0,0,0,3.47,0,0,3.67
2019-10-06T07:19:56Z,19072,19072,9429.333333,12,8.84,9642.666667,12,9.04,0,0,0,3.34,0,0,3.14
2019-10-06T07:20:11Z,18837.33333,18837.33333,9525.333333,12,8.93,9312,12,8.73,0,0,0,3.3,0,0,3.1
2019-10-06T07:20:26Z,19200,19200,9706.666667,12,9.1,9493.333333,12,8.9,0,0,0,3.15,0,0,2.95
2019-10-06T07:20:41Z,19349.33333,19349.33333,9568,12,8.97,9781.333333,12,9.17,0,0,0,3.23,0,0,3.03
2019-10-06T07:20:56Z,19264,19264,9525.333333,12,8.93,9738.666667,12,9.13,0,0,0,3.19,0,0,2.99
2019-10-06T07:21:11Z,18752,18752,9269.333333,12,8.69,9482.666667,12,8.89,0,0,0,3.13,0,0,3.33
2019-10-06T07:21:26Z,18730.66667,18730.66667,9258.666667,12,8.68,9472,12,8.88,0,0,0,3.18,0,0,2.98
2019-10-06T07:21:41Z,18560,18560,9386.666667,12,8.8,9173.333333,11,8.6,0,0,0,3.32,0,0,3.12
2019-10-06T07:21:56Z,19072,19072,9642.666667,12,9.04,9429.333333,12,8.84,0,0,0,3.4,0,0,3.6
2019-10-06T07:22:11Z,19072,19072,9429.333333,12,8.84,9642.666667,12,9.04,0,0,0,3.54,0,0,3.34
2019-10-06T07:22:26Z,19562.66667,19562.66667,9674.666667,12,9.07,9888,12,9.27,0,0,0,3.65,0,0,3.85
2019-10-06T07:22:41Z,19541.33333,19541.33333,9877.333333,12,9.26,9664,12,9.06,0,0,0,3.58,0,0,3.38
2019-10-06T07:22:56Z,19285.33333,19285.33333,9749.333333,12,9.14,9536,12,8.94,0,0,0,3.56,0,0,3.76
2019-10-06T07:23:11Z,20202.66667,20202.66667,9994.666667,12,9.37,10208,13,9.57,0,0,0,3.55,0,0,3.35
2019-10-06T07:23:26Z,20117.33333,20117.33333,10165.33333,13,9.53,9952,12,9.33,0,0,0,3.45,0,0,3.65
2019-10-06T07:23:41Z,20608,20608,10410.66667,13,9.76,10197.33333,13,9.56,0,0,0,3.37,0,0,3.17
2019-10-06T07:23:56Z,21333.33333,21333.33333,10560,13,9.9,10773.33333,13,10.1,0,0,0,3.29,0,0,3.09
2019-10-06T07:24:11Z,21482.66667,21482.66667,10634.66667,13,9.97,10848,14,10.17,0,0,0,3.19,0,0,2.99
2019-10-06T07:24:26Z,21610.66667,21610.66667,10698.66667,13,10.03,10912,14,10.23,0,0,0,3.26,0,0,3.06
2019-10-06T07:24:41Z,20928,20928,10570.66667,13,9.91,10357.33333,13,9.71,0,0,0,3.13,0,0,2.93
2019-10-06T07:24:56Z,21610.66667,21610.66667,10698.66667,13,10.03,10912,14,10.23,0,0,0,3.19,0,0,3.39
2019-10-06T07:25:11Z,20800,20800,10506.66667,13,9.85,10293.33333,13,9.65,0,0,0,3.03,0,0,2.83
2019-10-06T07:25:26Z,21098.66667,21098.66667,10656,13,9.99,10442.66667,13,9.79,0,0,0,3.13,0,0,3.33
2019-10-06T07:25:41Z,22016,22016,10901.33333,14,10.22,11114.66667,14,10.42,0,0,0,3.01,0,0,2.81
2019-10-06T07:25:56Z,21952,21952,10869.33333,14,10.19,11082.66667,14,10.39,0,0,0,3.07,0,0,3.27
2019-10-06T07:26:11Z,22314.66667,22314.66667,11050.66667,14,10.36,11264,14,10.56,0,0,0,3.05,0,0,2.85
2019-10-06T07:26:26Z,21952,21952,10869.33333,14,10.19,11082.66667,14,10.39,0,0,0,3.13,0,0,3.33
2019-10-06T07:26:41Z,21632,21632,10709.33333,13,10.04,10922.66667,14,10.24,0,0,0,3.21,0,0,3.01
2019-10-06T07:26:56Z,20906.66667,20906.66667,10560,13,9.9,10346.66667,13,9.7,0,0,0,3.22,0,0,3.02
2019-10-06T07:27:11Z,20842.66667,20842.66667,10528,13,9.87,10314.66667,13,9.67,0,0,0,3.21,0,0,3.41
2019-10-06T07:27:26Z,21333.33333,21333.33333,10560,13,9.9,10773.33333,13,10.1,0,0,0,3.27,0,0,3.47
2019-10-06T07:27:41Z,21269.33333,21269.33333,10741.33333,13,10.07,10528,13,9.87,0,0,0,3.15,0,0,3.35
2019-10-06T07:27:56Z,22186.66667,22186.66667,10986.66667,14,10.3,11200,14,10.5,0,0,0,3.2,0,0,3
2019-10-06T07:28:11Z,22208,22208,10997.33333,14,10.31,11210.66667,14,10.51,0,0,0,3.18,0,0,3.38
2019-10-06T07:28:26Z,21354.66667,21354.66667,10784,13,10.11,10570.66667,13,9.91,0,0,0,3.09,0,0,2.89
2019-10-06T07:28:41Z,21056,21056,10634.66667,13,9.97,10421.33333,13,9.77,0,0,0,3.14,0,0,2.94
2019-10-06T07:28:56Z,21525.33333,21525.33333,10656,13,9.99,10869.33333,14,10.19,0,0,0,2.98,0,0,2.78
2019-10-06T07:29:11Z,20949.33333,20949.33333,10581.33333,13,9.92,10368,13,9.72,0,0,0,3.05,0,0,3.25
2019-10-06T07:29:26Z,21781.33333,21781.33333,10784,13,10.11,10997.33333,14,10.31,0,0,0,3.15,0,0,2.95
2019-10-06T07:29:41Z,21290.66667,21290.66667,10752,13,10.08,10538.66667,13,9.88,0,0,0,3.07,0,0,2.87
2019-10-06T07:29:56Z,22165.33333,22165.33333,10976,14,10.29,11189.33333,14,10.49,0,0,0,3.12,0,0,2.92
2019-10-06T07:30:11Z,21930.66667,21930.66667,11072,14,10.38,10858.66667,14,10.18,0,0,0,3.16,0,0,2.96
2019-10-06T07:30:26Z,22229.33333,22229.33333,11221.33333,14,10.52,11008,14,10.32,0,0,0,3.12,0,0,3.32
2019-10-06T07:30:41Z,22613.33333,22613.33333,11413.33333,14,10.7,11200,14,10.5,0,0,0,3.28,0,0,3.08
2019-10-06T07:30:56Z,22506.66667,22506.66667,11360,14,10.65,11146.66667,14,10.45,0,0,0,3.17,0,0,3.37
2019-10-06T07:31:11Z,22442.66667,22442.66667,11328,14,10.62,11114.66667,14,10.42,0,0,0,3.28,0,0,3.08
2019-10-06T07:31:26Z,22165.33333,22165.33333,11189.33333,14,10.49,10976,14,10.29,0,0,0,3.13,0,0,2.93
2019-10-06T07:31:41Z,21973.33333,21973.33333,11093.33333,14,10.4,10880,14,10.2,0,0,0,3.29,0,0,3.09
2019-10-06T07:31:56Z,21653.33333,21653.33333,10933.33333,14,10.25,10720,13,10.05,0,0,0,3.35,0,0,3.15
2019-10-06T07:32:11Z,22250.66667,22250.66667,11018.66667,14,10.33,11232,14,10.53,0,0,0,3.44,0,0,3.24
2019-10-06T07:32:26Z,22186.66667,22186.66667,10986.66667,14,10.3,11200,14,10.5,0,0,0,3.34,0,0,3.14
2019-10-06T07:32:41Z,21504,21504,10858.66667,14,10.18,10645.33333,13,9.98,0,0,0,3.32,0,0,3.52
2019-10-06T07:32:56Z,22400,22400,11093.33333,14,10.4,11306.66667,14,10.6,0,0,0,3.16,0,0,3.36
2019-10-06T07:33:11Z,22378.66667,22378.66667,11296,14,10.59,11082.66667,14,10.39,0,0,0,3.08,0,0,3.28
2019-10-06T07:33:26Z,21888,21888,11050.66667,14,10.36,10837.33333,14,10.16,0,0,0,3.04,0,0,2.84
2019-10-06T07:33:41Z,22784,22784,11285.33333,14,10.58,11498.66667,14,10.78,0,0,0,3.06,0,0,2.86
2019-10-06T07:33:56Z,22848,22848,11317.33333,14,10.61,11530.66667,14,10.81,0,0,0,3.13,0,0,3.33
2019-10-06T07:34:11Z,22677.33333,22677.33333,11445.33333,14,10.73,11232,14,10.53,0,0,0,3.15,0,0,2.95
2019-10-06T07:34:26Z,23573.33333,23573.33333,11680,15,10.95,11893.33333,15,11.15,0,0,0,3.1,0,0,2.9
2019-10-06T07:34:41Z,23637.33333,23637.33333,11925.33333,15,11.18,11712,15,10.98,0,0,0,2.96,0,0,3.16
2019-10-06T07:34:56Z,23509.33333,23509.33333,11861.33333,15,11.12,11648,15,10.92,0,0,0,2.91,0,0,2.71
2019-10-06T07:35:11Z,23488,23488,11850.66667,15,11.11,11637.33333,15,10.91,0,0,0,2.8,0,0,2.6
2019-10-06T07:35:26Z,23658.66667,23658.66667,11722.66667,15,10.99,11936,15,11.19,0,0,0,2.79,0,0,2.59
2019-10-06T07:35:41Z,23488,23488,11637.33333,15,10.91,11850.66667,15,11.11,0,0,0,2.84,0,0,3.04
2019-10-06T07:35:56Z,23317.33333,23317.33333,11552,14,10.83,11765.33333,15,11.03,0,0,0,2.87,0,0,2.67
2019-10-06T07:36:11Z,22890.66667,22890.66667,11552,14,10.83,11338.66667,14,10.63,0,0,0,2.81,0,0,2.61
2019-10-06T07:36:26Z,22933.33333,22933.33333,11573.33333,14,10.85,11360,14,10.65,0,0,0,2.69,0,0,2.89
2019-10-06T07:36:41Z,22933.33333,22933.33333,11360,14,10.65,11573.33333,14,10.85,0,0,0,2.75,0,0,2.55
2019-10-06T07:36:56Z,23082.66667,23082.66667,11434.66667,14,10.72,11648,15,10.92,0,0,0,2.63,0,0,2.83
2019-10-06T07:37:11Z,22976,22976,11594.66667,14,10.87,11381.33333,14,10.67,0,0,0,2.74,0,0,2.54
2019-10-06T07:37:26Z,23488,23488,11637.33333,15,10.91,11850.66667,15,11.11,0,0,0,2.79,0,0,2.99
2019-10-06T07:37:41Z,23040,23040,11413.33333,14,10.7,11626.66667,15,10.9,0,0,0,2.83,0,0,2.63
2019-10-06T07:37:56Z,22997.33333,22997.33333,11392,14,10.68,11605.33333,15,10.88,0,0,0,2.77,0,0,2.57
2019-10-06T07:38:11Z,23146.66667,23146.66667,11466.66667,14,10.75,11680,15,10.95,0,0,0,2.75,0,0,2.95
2019-10-06T07:38:26Z,23082.66667,23082.66667,11648,15,10.92,11434.66667,14,10.72,0,0,0,2.73,0,0,2.53
2019-10-06T07:38:41Z,23381.33333,23381.33333,11797.33333,15,11.06,11584,14,10.86,0,0,0,2.62,0,0,2.82
2019-10-06T07:38:56Z,24149.33333,24149.33333,11968,15,11.22,12181.33333,15,11.42,0,0,0,2.78,0,0,2.58
2019-10-06T07:39:11Z,23253.33333,23253.33333,11733.33333,15,11,11520,14,10.8,0,0,0,2.7,0,0,2.9
2019-10-06T07:39:26Z,23061.33333,23061.33333,11637.33333,15,10.91,11424,14,10.71,0,0,0,2.61,0,0,2.41
2019-10-06T07:39:41Z,23466.66667,23466.66667,11626.66667,15,10.9,11840,15,11.1,0,0,0,2.62,0,0,2.42
2019-10-06T07:39:56Z,22997.33333,22997.33333,11605.33333,15,10.88,11392,14,10.68,0,0,0,2.57,0,0,2.37
2019-10-06T07:40:11Z,23594.66667,23594.66667,11690.66667,15,10.96,11904,15,11.16,0,0,0,2.53,0,0,2.33
2019-10-06T07:40:26Z,23594.66667,23594.66667,11690.66667,15,10.96,11904,15,11.16,0,0,0,2.56,0,0,2.36
2019-10-06T07:40:41Z,22762.66667,22762.66667,11488,14,10.77,11274.66667,14,10.57,0,0,0,2.6,0,0,2.4
2019-10-06T07:40:56Z,23317.33333,23317.33333,11552,14,10.83,11765.33333,15,11.03,0,0,0,2.46,0,0,2.26
2019-10-06T07:41:11Z,22421.33333,22421.33333,11317.33333,14,10.61,11104,14,10.41,0,0,0,2.39,0,0,2.19
2019-10-06T07:41:26Z,22805.33333,22805.33333,11509.33333,14,10.79,11296,14,10.59,0,0,0,2.5,0,0,2.7
2019-10-06T07:41:41Z,23082.66667,23082.66667,11648,15,10.92,11434.66667,14,10.72,0,0,0,2.64,0,0,2.84
2019-10-06T07:41:56Z,23274.66667,23274.66667,11744,15,11.01,11530.66667,14,10.81,0,0,0,2.74,0,0,2.54
2019-10-06T07:42:11Z,23189.33333,23189.33333,11488,14,10.77,11701.33333,15,10.97,0,0,0,2.66,0,0,2.46
2019-10-06T07:42:26Z,22592,22592,11402.66667,14,10.69,11189.33333,14,10.49,0,0,0,2.69,0,0,2.49
2019-10-06T07:42:41Z,22848,22848,11317.33333,14,10.61,11530.66667,14,10.81,0,0,0,2.58,0,0,2.38
2019-10-06T07:42:56Z,22378.66667,22378.66667,11296,14,10.59,11082.66667,14,10.39,0,0,0,2.73,0,0,2.93
2019-10-06T07:43:11Z,22400,22400,11306.66667,14,10.6,11093.33333,14,10.4,0,0,0,2.79,0,0,2.59
2019-10-06T07:43:26Z,22826.66667,22826.66667,11306.66667,14,10.6,11520,14,10.8,0,0,0,2.95,0,0,3.15
2019-10-06T07:43:41Z,21994.66667,21994.66667,11104,14,10.41,10890.66667,14,10.21,0,0,0,2.84,0,0,2.64
2019-10-06T07:43:56Z,21482.66667,21482.66667,10848,14,10.17,10634.66667,13,9.97,0,0,0,2.7,0,0,2.5
2019-10-06T07:44:11Z,22101.33333,22101.33333,10944,14,10.26,11157.33333,14,10.46,0,0,0,2.55,0,0,2.35
2019-10-06T07:44:26Z,22080,22080,10933.33333,14,10.25,11146.66667,14,10.45,0,0,0,2.71,0,0,2.91
2019-10-06T07:44:41Z,21184,21184,10698.66667,13,10.03,10485.33333,13,9.83,0,0,0,2.67,0,0,2.47
2019-10-06T07:44:56Z,21440,21440,10613.33333,13,9.95,10826.66667,14,10.15,0,0,0,2.53,0,0,2.73
2019-10-06T07:45:11Z,21482.66667,21482.66667,10634.66667,13,9.97,10848,14,10.17,0,0,0,2.4,0,0,2.2
2019-10-06T07:45:26Z,21333.33333,21333.33333,10773.33333,13,10.1,10560,13,9.9,0,0,0,2.42,0,0,2.62
2019-10-06T07:45:41Z,21269.33333,21269.33333,10741.33333,13,10.07,10528,13,9.87,0,0,0,2.35,0,0,2.55
2019-10-06T07:45:56Z,21205.33333,21205.33333,10709.33333,13,10.04,10496,13,9.84,0,0,0,2.32,0,0,2.52
2019-10-06T07:46:11Z,21866.66667,21866.66667,10826.66667,14,10.15,11040,14,10.35,0,0,0,2.33,0,0,2.13
2019-10-06T07:46:26Z,21440,21440,10613.33333,13,9.95,10826.66667,14,10.15,0,0,0,2.42,0,0,2.22
2019-10-06T07:46:41Z,21034.66667,21034.66667,10410.66667,13,9.76,10624,13,9.96,0,0,0,2.41,0,0,2.61
2019-10-06T07:46:56Z,21290.66667,21290.66667,10538.66667,13,9.88,10752,13,10.08,0,0,0,2.4,0,0,2.6
2019-10-06T07:47:11Z,21098.66667,21098.66667,10656,13,9.99,10442.66667,13,9.79,0,0,0,2.57,0,0,2.77
2019-10-06T07:47:26Z,21397.33333,21397.33333,10805.33333,14,10.13,10592,13,9.93,0,0,0,2.51,0,0,2.31
2019-10-06T07:47:41Z,21909.33333,21909.33333,11061.33333,14,10.37,10848,14,10.17,0,0,0,2.52,0,0,2.72
2019-10-06T07:47:56Z,21994.66667,21994.66667,11104,14,10.41,10890.66667,14,10.21,0,0,0,2.69,0,0,2.49
2019-10-06T07:48:11Z,22080,22080,11146.66667,14,10.45,10933.33333,14,10.25,0,0,0,2.52,0,0,2.72
2019-10-06T07:48:26Z,22592,22592,11189.33333,14,10.49,11402.66667,14,10.69,0,0,0,2.53,0,0,2.73
2019-10-06T07:48:41Z,21802.66667,21802.66667,11008,14,10.32,10794.66667,13,10.12,0,0,0,2.38,0,0,2.58
2019-10-06T07:48:56Z,21930.66667,21930.66667,10858.66667,14,10.18,11072,14,10.38,0,0,0,2.25,0,0,2.05
2019-10-06T07:49:11Z,21546.66667,21546.66667,10880,14,10.2,10666.66667,13,10,0,0,0,2.35,0,0,2.55
2019-10-06T07:49:26Z,21888,21888,10837.33333,14,10.16,11050.66667,14,10.36,0,0,0,2.28,0,0,2.48
2019-10-06T07:49:41Z,21632,21632,10709.33333,13,10.04,10922.66667,14,10.24,0,0,0,2.28,0,0,2.08
2019-10-06T07:49:56Z,20864,20864,10538.66667,13,9.88,10325.33333,13,9.68,0,0,0,2.33,0,0,2.13
2019-10-06T07:50:11Z,21461.33333,21461.33333,10624,13,9.96,10837.33333,14,10.16,0,0,0,2.23,0,0,2.03
2019-10-06T07:50:26Z,20800,20800,10506.66667,13,9.85,10293.33333,13,9.65,0,0,0,2.29,0,0,2.49
2019-10-06T07:50:41Z,21610.66667,21610.66667,10698.66667,13,10.03,10912,14,10.23,0,0,0,2.46,0,0,2.26
2019-10-06T07:50:56Z,21034.66667,21034.66667,10624,13,9.96,10410.66667,13,9.76,0,0,0,2.44,0,0,2.64
2019-10-06T07:51:11Z,21888,21888,10837.33333,14,10.16,11050.66667,14,10.36,0,0,0,2.29,0,0,2.09
2019-10-06T07:51:26Z,21290.66667,21290.66667,10752,13,10.08,10538.66667,13,9.88,0,0,0,2.4,0,0,2.2
2019-10-06T07:51:41Z,22208,22208,10997.33333,14,10.31,11210.66667,14,10.51,0,0,0,2.4,0,0,2.2
2019-10-06T07:51:56Z,22634.66667,22634.66667,11210.66667,14,10.51,11424,14,10.71,0,0,0,2.52,0,0,2.72
2019-10-06T07:52:11Z,22208,22208,11210.66667,14,10.51,10997.33333,14,10.31,0,0,0,2.69,0,0,2.49
2019-10-06T07:52:26Z,22165.33333,22165.33333,10976,14,10.29,11189.33333,14,10.49,0,0,0,2.72,0,0,2.52
2019-10-06T07:52:41Z,22442.66667,22442.66667,11114.66667,14,10.42,11328,14,10.62,0,0,0,2.81,0,0,2.61
2019-10-06T07:52:56Z,22272,22272,11242.66667,14,10.54,11029.33333,14,10.34,0,0,0,2.65,0,0,2.85
2019-10-06T07:53:11Z,22592,22592,11189.33333,14,10.49,11402.66667,14,10.69,0,0,0,2.71,0,0,2.51
2019-10-06T07:53:26Z,21781.33333,21781.33333,10997.33333,14,10.31,10784,13,10.11,0,0,0,2.62,0,0,2.42
2019-10-06T07:53:41Z,22549.33333,22549.33333,11168,14,10.47,11381.33333,14,10.67,0,0,0,2.65,0,0,2.85
2019-10-06T07:53:56Z,22805.33333,22805.33333,11296,14,10.59,11509.33333,14,10.79,0,0,0,2.79,0,0,2.59
2019-10-06T07:54:11Z,22826.66667,22826.66667,11520,14,10.8,11306.66667,14,10.6,0,0,0,2.84,0,0,3.04
2019-10-06T07:54:26Z,23232,23232,11509.33333,14,10.79,11722.66667,15,10.99,0,0,0,2.95,0,0,3.15
2019-10-06T07:54:41Z,22698.66667,22698.66667,11456,14,10.74,11242.66667,14,10.54,0,0,0,2.83,0,0,2.63
2019-10-06T07:54:56Z,23082.66667,23082.66667,11434.66667,14,10.72,11648,15,10.92,0,0,0,2.8,0,0,3
2019-10-06T07:55:11Z,23040,23040,11626.66667,15,10.9,11413.33333,14,10.7,0,0,0,2.9,0,0,2.7
2019-10-06T07:55:26Z,23189.33333,23189.33333,11488,14,10.77,11701.33333,15,10.97,0,0,0,2.84,0,0,2.64
2019-10-06T07:55:41Z,22997.33333,22997.33333,11605.33333,15,10.88,11392,14,10.68,0,0,0,2.74,0,0,2.94
2019-10-06T07:55:56Z,23680,23680,11733.33333,15,11,11946.66667,15,11.2,0,0,0,2.73,0,0,2.53
2019-10-06T07:56:11Z,23189.33333,23189.33333,11701.33333,15,10.97,11488,14,10.77,0,0,0,2.84,0,0,3.04
2019-10-06T07:56:26Z,24042.66667,24042.66667,11914.66667,15,11.17,12128,15,11.37,0,0,0,2.9,0,0,2.7
2019-10-06T07:56:41Z,23594.66667,23594.66667,11690.66667,15,10.96,11904,15,11.16,0,0,0,2.89,0,0,2.69
2019-10-06T07:56:56Z,23445.33333,23445.33333,11616,15,10.89,11829.33333,15,11.09,0,0,0,2.79,0,0,2.99
2019-10-06T07:57:11Z,23402.66667,23402.66667,11808,15,11.07,11594.66667,14,10.87,0,0,0,2.79,0,0,2.99
2019-10-06T07:57:26Z,24298.66667,24298.66667,12042.66667,15,11.29,12256,15,11.49,0,0,0,2.85,0,0,2.65
2019-10-06T07:57:41Z,23594.66667,23594.66667,11904,15,11.16,11690.66667,15,10.96,0,0,0,2.71,0,0,2.51
2019-10-06T07:57:56Z,23744,23744,11978.66667,15,11.23,11765.33333,15,11.03,0,0,0,2.82,0,0,3.02
2019-10-06T07:58:11Z,24298.66667,24298.66667,12042.66667,15,11.29,12256,15,11.49,0,0,0,2.87,0,0,2.67
2019-10-06T07:58:26Z,23658.66667,23658.66667,11936,15,11.19,11722.66667,15,10.99,0,0,0,2.88,0,0,2.68
2019-10-06T07:58:41Z,23552,23552,11882.66667,15,11.14,11669.33333,15,10.94,0,0,0,2.81,0,0,2.61
2019-10-06T07:58:56Z,23338.66667,23338.66667,11776,15,11.04,11562.66667,14,10.84,0,0,0,2.93,0,0,2.73
2019-10-06T07:59:11Z,22976,22976,11594.66667,14,10.87,11381.33333,14,10.67,0,0,0,2.97,0,0,2.77
2019-10-06T07:59:26Z,23168,23168,11477.33333,14,10.76,11690.66667,15,10.96,0,0,0,2.95,0,0,3.15
2019-10-06T07:59:41Z,22912,22912,11562.66667,14,10.84,11349.33333,14,10.64,0,0,0,2.94,0,0,2.74
2019-10-06T07:59:56Z,23338.66667,23338.66667,11776,15,11.04,11562.66667,14,10.84,0,0,0,2.95,0,0,2.75
2019-10-06T08:00:11Z,23509.33333,23509.33333,11648,15,10.92,11861.33333,15,11.12,0,0,0,2.92,0,0,3.12
2019-10-06T08:00:26Z,23978.66667,23978.66667,11882.66667,15,11.14,12096,15,11.34,0,0,0,2.89,0,0,3.09
2019-10-06T08:00:41Z,23424,23424,11818.66667,15,11.08,11605.33333,15,10.88,0,0,0,3.01,0,0,2.81
2019-10-06T08:00:56Z,23914.66667,23914.66667,11850.66667,15,11.11,12064,15,11.31,0,0,0,2.85,0,0,3.05
2019-10-06T08:01:11Z,23808,23808,12010.66667,15,11.26,11797.33333,15,11.06,0,0,0,2.87,0,0,2.67
2019-10-06T08:01:26Z,24021.33333,24021.33333,11904,15,11.16,12117.33333,15,11.36,0,0,0,2.92,0,0,3.12
2019-10-06T08:01:41Z,23722.66667,23722.66667,11754.66667,15,11.02,11968,15,11.22,0,0,0,2.92,0,0,3.12
2019-10-06T08:01:56Z,23040,23040,11626.66667,15,10.9,11413.33333,14,10.7,0,0,0,2.97,0,0,3.17
2019-10-06T08:02:11Z,23146.66667,23146.66667,11680,15,10.95,11466.66667,14,10.75,0,0,0,2.82,0,0,3.02
2019-10-06T08:02:26Z,23146.66667,23146.66667,11466.66667,14,10.75,11680,15,10.95,0,0,0,2.76,0,0,2.56
2019-10-06T08:02:41Z,22720,22720,11253.33333,14,10.55,11466.66667,14,10.75,0,0,0,2.62,0,0,2.42
2019-10-06T08:02:56Z,22954.66667,22954.66667,11370.66667,14,10.66,11584,14,10.86,0,0,0,2.55,0,0,2.75
2019-10-06T08:03:11Z,22784,22784,11285.33333,14,10.58,11498.66667,14,10.78,0,0,0,2.71,0,0,2.91
2019-10-06T08:03:26Z,22506.66667,22506.66667,11146.66667,14,10.45,11360,14,10.65,0,0,0,2.84,0,0,2.64
2019-10-06T08:03:41Z,22101.33333,22101.33333,11157.33333,14,10.46,10944,14,10.26,0,0,0,2.68,0,0,2.48
2019-10-06T08:03:56Z,22421.33333,22421.33333,11104,14,10.41,11317.33333,14,10.61,0,0,0,2.56,0,0,2.36
2019-10-06T08:04:11Z,22762.66667,22762.66667,11274.66667,14,10.57,11488,14,10.77,0,0,0,2.48,0,0,2.28
2019-10-06T08:04:26Z,22848,22848,11317.33333,14,10.61,11530.66667,14,10.81,0,0,0,2.61,0,0,2.81
2019-10-06T08:04:41Z,22720,22720,11253.33333,14,10.55,11466.66667,14,10.75,0,0,0,2.69,0,0,2.49
2019-10-06T08:04:56Z,21909.33333,21909.33333,11061.33333,14,10.37,10848,14,10.17,0,0,0,2.79,0,0,2.99
